,pond,start_date,date_time,Productivity (Soluble Protein),id,pHam,pHpm,height,mat_density,wateradded,nutrientsadded,pHadjusted,innoculation,harvested,comments,biomassAMsieve1,biomassAMsieve2,biomassAMsieve3,biomassPMsieve1,biomassPMsieve2,biomassPMsieve3,dryweight,WMPerm2,DMPerm2,WMPerPond,DMPerPond,Sieve1,Sieve2,Sieve3,cal_sieve1,cal_sieve2,cal_sieve3,EC,watertemp,DO,surfacearea,SAcorrection,effectiveSA,dailydiff,netremoval,total
103,250B,2021-01-15 00:00:00,2021-02-12,0.8211410231137273,2819,5.1,5.1,14.5,,,,,,,200g NaHCO3 AM,,,,,,,5.15,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
104,250B,2021-01-18 00:00:00,2021-02-15,0.6464123952984808,2864,4.8,5.0,14.0,2018.3,,,,,,200g NaHCO3 AM,,,,,,,5.15,,,,,,,,22.2,21.2,20.3,8.4,20.0,8.12,250.0,,250.0,,,
105,250B,2021-01-18 00:00:00,2021-02-16,0.6244809682056821,2865,5.7,4.3,14.0,,,,,,,,,,,,,,5.15,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
106,250B,2021-01-18 00:00:00,2021-02-17,0.6039814293718337,2866,4.3,5.5,14.0,,,,,,,450g NaHCO3 AM,,,,,,,5.15,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
107,250B,2021-01-19 00:00:00,2021-02-18,0.614723142320633,2867,4.9,4.8,14.5,,,,,,,150g NaHCO3 AM 150g NaHCO3 PM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
108,250B,2021-01-20 00:00:00,2021-02-19,0.6140399684152603,2914,4.4,5.2,14.3,,,,,,,400g NaHCO3 AM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
109,250B,2021-01-21 00:00:00,2021-02-19,0.6400123383916657,2914,4.4,5.2,14.3,,,,,,,400g NaHCO3 AM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
110,250B,2021-01-22 00:00:00,2021-02-19,0.5273317903518675,2914,4.4,5.2,14.3,,,,,,,400g NaHCO3 AM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
111,250B,2021-01-25 00:00:00,2021-02-22,0.6520634882477351,2937,4.2,5.5,14.0,2484.4,,,,,,500g NaHCO3 AM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,1.2,26.0,7.32,250.0,,250.0,,,
112,250B,2021-01-25 00:00:00,2021-02-23,0.6283878594431384,2938,4.9,4.9,14.0,,,,,,,150g NaHCO3 AM,,,,,,,4.87,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
113,250B,2021-01-25 00:00:00,2021-02-24,0.6061823827590942,2971,4.9,4.8,14.0,,,,,,,150g NaHCO3 AM 200g NaHCO3 PM,,,,,,,4.83,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
114,250B,2021-01-26 00:00:00,2021-02-25,0.605897399392128,2972,4.8,4.9,13.8,,,,,,,200g NaHCO3 AM,,,,,,,4.83,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
115,250B,2021-01-27 00:00:00,2021-02-26,0.6044888635206221,3011,4.4,5.4,13.8,,,,,,,400g NaHCO3 AM,,,,,,,4.83,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
116,250LA,2020-12-01 00:00:00,2020-12-30,0.03664942499719821,2144,5.2,5.4,15.0,987.2,No,No,Yes,0.0,0.0,150g NaHCO3 AM,41.3,36.5,36.6,,,,5.33,,,,,1195.0,958.1,1016.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
117,250LA,2020-12-02 00:00:00,2020-12-30,0.06526365341459006,2144,5.2,5.4,15.0,987.2,No,No,Yes,0.0,0.0,150g NaHCO3 AM,41.3,36.5,36.6,,,,5.33,,,,,1195.0,958.1,1016.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
118,250LA,2020-12-03 00:00:00,2020-12-30,0.07659103834788007,2144,5.2,5.4,15.0,987.2,No,No,Yes,0.0,0.0,150g NaHCO3 AM,41.3,36.5,36.6,,,,5.33,,,,,1195.0,958.1,1016.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
119,250LA,2020-12-04 00:00:00,2020-12-30,0.0856119320319249,2144,5.2,5.4,15.0,987.2,No,No,Yes,0.0,0.0,150g NaHCO3 AM,41.3,36.5,36.6,,,,5.33,,,,,1195.0,958.1,1016.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
120,250LA,2020-12-07 00:00:00,2021-01-04,0.07128765006065373,2145,5.1,5.3,14.5,787.2,No,No,Yes,0.0,0.0,100g NaHCO3 AM,36.4,34.3,32.4,,,,5.35,,,,,886.3,820.0,754.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
121,250LA,2020-12-07 00:00:00,2021-01-05,0.0688840366468759,2146,4.6,5.5,14.5,,No,No,Yes,0.0,0.0,350g NaHCO3 AM,,,,,,,5.35,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
122,250LA,2020-12-07 00:00:00,2021-01-06,0.07693624366950992,2147,5.0,5.3,14.5,932.2,No,No,Yes,0.0,0.0,150g NaHCO3 AM,41.1,35.6,35.8,,,,5.35,,,,,1181.9,899.4,965.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
123,250LA,2020-12-08 00:00:00,2021-01-07,0.21125943944549552,2148,4.8,5.5,14.5,995.6,No,No,Yes,0.0,100000.0,250g NaHCO3 AM,40.9,37.1,36.2,,,,5.35,463.4,24.8,115859.0,6198.0,1165.6,997.5,993.8,22.2,21.2,20.3,,,,250.0,,250.0,,,
124,250LA,2020-12-09 00:00:00,2021-01-08,0.26142191718292246,2149,5.0,5.2,14.0,1309.4,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.1,41.1,42.3,,,,5.35,313.8,16.8,78438.0,4196.0,1242.5,1246.9,1371.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
125,250LA,2020-12-10 00:00:00,2021-01-08,0.28045172255812023,2149,5.0,5.2,14.0,1309.4,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.1,41.1,42.3,,,,5.35,313.8,16.8,78438.0,4196.0,1242.5,1246.9,1371.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
126,250LA,2020-12-11 00:00:00,2021-01-08,0.3079299496609824,2149,5.0,5.2,14.0,1309.4,No,No,Yes,0.0,0.0,150g NaHCO3 AM,42.1,41.1,42.3,,,,5.35,313.8,16.8,78438.0,4196.0,1242.5,1246.9,1371.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
127,250LA,2020-12-14 00:00:00,2021-01-11,0.3411328298960413,2150,5.7,5.6,14.0,1349.1,Yes,No,No,0.0,0.0,1.5cm water added,46.0,43.3,41.4,,,,5.12,,,,,1484.4,1381.3,1316.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
128,250LA,2020-12-14 00:00:00,2021-01-12,0.32862352091690583,2151,6.0,6.0,15.5,,No,No,No,0.0,0.0,,,,,,,,5.12,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
129,250LA,2020-12-14 00:00:00,2021-01-13,0.34353396006488807,2152,6.0,6.0,15.5,1245.0,No,No,No,0.0,0.0,,44.7,41.3,40.0,,,,5.12,,,,,1407.5,1258.8,1231.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
130,250LA,2020-12-15 00:00:00,2021-01-14,0.33177635073661804,2153,5.9,6.0,15.5,,No,No,No,0.0,0.0,,,,,,,,5.12,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
131,250LA,2020-12-16 00:00:00,2021-01-15,0.30716157158470164,2154,5.9,6.0,15.0,1454.7,No,No,No,0.0,0.0,,50.1,44.8,43.3,,,,5.12,,,,,1740.6,1473.8,1435.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
132,250LA,2020-12-17 00:00:00,2021-01-15,0.3107153028705203,2154,5.9,6.0,15.0,1454.7,No,No,No,0.0,0.0,,50.1,44.8,43.3,,,,5.12,,,,,1740.6,1473.8,1435.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
133,250LA,2020-12-18 00:00:00,2021-01-15,0.3220461774526324,2154,5.9,6.0,15.0,1454.7,No,No,No,0.0,0.0,,50.1,44.8,43.3,,,,5.12,,,,,1740.6,1473.8,1435.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
134,250LA,2020-12-21 00:00:00,2021-01-18,0.31473254718099325,2155,4.5,5.2,15.0,1426.9,No,No,Yes,0.0,0.0,300g NaHCO3 AM,46.1,44.8,42.4,,,,5.12,,,,,1490.0,1476.3,1377.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
135,250LA,2020-12-21 00:00:00,2021-01-19,0.30329912369826745,2156,4.8,4.6,15.0,,No,No,Yes,0.0,0.0,300g NaHCO3 PM,,,,,,,5.12,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
136,250LA,2020-12-21 00:00:00,2021-01-20,0.317348781545639,2157,5.1,5.2,15.0,1478.4,No,No,Yes,0.0,0.0,100g NaHCO3 AM,51.1,44.2,44.6,,,,5.12,,,,,1801.9,1440.6,1516.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
137,250LA,2020-12-22 00:00:00,2021-01-21,0.4314252578830719,2158,4.6,5.5,15.0,,No,No,Yes,0.0,101000.0,300g NaHCO3 AM,,,,,,,5.12,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
138,250LA,2020-12-23 00:00:00,2021-01-22,0.39862846117019646,2159,4.9,5.2,15.0,1159.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,44.5,39.9,38.7,,,,5.12,,,,,1395.0,1169.4,1150.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
139,250LA,2020-12-28 00:00:00,2021-01-22,0.48446740026397694,2159,4.9,5.2,15.0,1159.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,44.5,39.9,38.7,,,,5.12,,,,,1395.0,1169.4,1150.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
140,250LA,2020-12-28 00:00:00,2021-01-22,0.48446740026397694,2159,4.9,5.2,15.0,1159.7,No,No,Yes,0.0,0.0,150g NaHCO3 AM,44.5,39.9,38.7,,,,5.12,,,,,1395.0,1169.4,1150.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
141,250LA,2020-12-28 00:00:00,2021-01-25,0.43457147236551563,2160,5.5,5.4,14.5,1437.8,,,,,,,46.0,45.3,42.2,,,,5.4,,,,,1486.9,1507.5,1368.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
142,250LA,2020-12-28 00:00:00,2021-01-26,0.4202747049344819,2161,4.6,5.5,14.5,,,,,,,300g NaHCO3 AM,,,,,,,5.4,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
143,250LA,2020-12-28 00:00:00,2021-01-27,0.39307396437835695,2162,4.8,5.2,14.5,1346.9,,,,,,,46.3,42.1,40.7,,,,5.4,,,,,1502.5,1308.8,1385.0,22.2,21.2,18.5,,,,250.0,,250.0,,,
144,250LA,2020-12-29 00:00:00,2021-01-28,0.38309001482963567,2163,4.6,5.4,14.0,,,,,,,300g NaHCO3 AM,,,,,,,5.4,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
145,250LA,2020-12-30 00:00:00,2021-01-29,0.3948549525976181,2164,4.7,5.3,14.0,1269.4,,,,,,250g NaHCO3 AM,47.6,41.9,40.2,,,,5.4,,,,,1583.8,1298.1,1240.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
146,250LA,2021-01-04 00:00:00,2021-01-29,0.4724135717765808,2164,4.7,5.3,14.0,1269.4,,,,,,250g NaHCO3 AM,47.6,41.9,40.2,,,,5.4,,,,,1583.8,1298.1,1240.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
147,250LA,2021-01-04 00:00:00,2021-01-29,0.4724135717765808,2164,4.7,5.3,14.0,1269.4,,,,,,250g NaHCO3 AM,47.6,41.9,40.2,,,,5.4,,,,,1583.8,1298.1,1240.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
148,250LA,2021-01-04 00:00:00,2021-02-01,0.44144506332533695,2165,5.3,5.1,14.0,1407.8,,,,,,,48.6,44.2,42.4,,,,5.4,,,,,1648.1,1438.8,1376.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
149,250LA,2021-01-04 00:00:00,2021-02-02,0.42675830399085735,2166,4.7,5.2,14.0,,,,,,,250g NaHCO3 AM,,,,,,,5.4,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
150,250LA,2021-01-04 00:00:00,2021-02-03,0.4682184465837479,2167,4.7,5.1,14.0,1582.5,,,,,,250g NaHCO3 AM,50.4,47.3,44.8,,,,5.4,,,,,1760.6,1633.8,1531.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
151,250LA,2021-01-05 00:00:00,2021-02-04,0.8316428401947019,2168,4.4,5.4,14.0,2905.4,,,,,,400g NaHCO3 AM,,,,,,,5.4,1322.9,71.4,330723.0,17859.0,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
152,250LA,2021-01-06 00:00:00,2021-02-05,0.8319859251880645,2169,4.9,5.0,14.5,,,,,,,150g NaHCO3 AM3 seive MD: 1302.2,47.0,43.0,40.2,,,,5.4,,,,,1551.3,1361.9,1242.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
153,250LA,2021-01-07 00:00:00,2021-02-05,0.8146534675381102,2169,4.9,5.0,14.5,,,,,,,150g NaHCO3 AM3 seive MD: 1302.2,47.0,43.0,40.2,,,,5.4,,,,,1551.3,1361.9,1242.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
154,250LA,2021-01-08 00:00:00,2021-02-05,0.679623088130951,2169,4.9,5.0,14.5,,,,,,,150g NaHCO3 AM3 seive MD: 1302.2,47.0,43.0,40.2,,,,5.4,,,,,1551.3,1361.9,1242.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
155,250LA,2021-01-11 00:00:00,2021-02-08,0.6635323137494495,2770,5.8,5.8,14.0,,,,,,,,,,,,,,5.4,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
156,250LA,2021-01-11 00:00:00,2021-02-09,0.8992800369663897,2771,5.4,5.3,13.5,,,,,,197000.0,,,,,,,,5.4,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
157,250LA,2021-01-11 00:00:00,2021-02-10,0.6935240525722504,2796,4.7,5.3,14.0,2349.1,,,,,,250g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
158,250LA,2021-01-12 00:00:00,2021-02-11,0.6863905159740447,2820,4.6,5.3,13.5,,,,,,,300g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
159,250LA,2021-01-13 00:00:00,2021-02-12,0.6874638652667999,2821,4.6,5.4,14.0,,,,,,,300g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
160,250LA,2021-01-14 00:00:00,2021-02-12,0.686626605084189,2821,4.6,5.4,14.0,,,,,,,300g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
161,250LA,2021-01-15 00:00:00,2021-02-12,0.7122906444801602,2821,4.6,5.4,14.0,,,,,,,300g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
162,250LA,2021-01-18 00:00:00,2021-02-15,0.7471107957673072,2868,4.8,5.5,14.0,,,,,,,200g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,8.0,19.0,7.74,250.0,,250.0,,,
163,250LA,2021-01-18 00:00:00,2021-02-16,0.7213101806249289,2869,5.4,5.3,14.0,,,,,,,,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
164,250LA,2021-01-18 00:00:00,2021-02-17,0.8400537313556672,2870,4.3,5.4,14.0,2796.9,,,,,,450g NaHCO3 AM,,,,,,,5.31,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
165,250LA,2021-01-19 00:00:00,2021-02-18,0.8380715812797545,2871,4.6,4.9,14.0,,,,,,,300g NaHCO3 AM 200g NaHCO3 PM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
166,250LA,2021-01-20 00:00:00,2021-02-19,0.8372481680641171,2915,4.5,5.1,13.8,,Yes,,,,,350g NaHCO3 AM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
167,250LA,2021-01-21 00:00:00,2021-02-19,0.8819500244097875,2915,4.5,5.1,13.8,,Yes,,,,,350g NaHCO3 AM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
168,250LA,2021-01-22 00:00:00,2021-02-19,0.776791122150421,2915,4.5,5.1,13.8,,Yes,,,,,350g NaHCO3 AM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
169,250LA,2021-01-25 00:00:00,2021-02-22,0.7634581059755597,2939,4.3,5.3,15.0,,,,,,,450g NaHCO3 AM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,1.6,25.0,7.13,250.0,,250.0,,,
170,250LA,2021-01-25 00:00:00,2021-02-23,0.7351335315868773,2940,5.2,5.2,15.5,,,,,,,,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
171,250LA,2021-01-25 00:00:00,2021-02-24,0.7083407534503937,2973,5.1,5.5,15.5,,,,,,,100g NaHCO3 AM,,,,,,,4.91,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
172,250LA,2021-01-26 00:00:00,2021-02-25,1.0952581363563538,2974,4.8,4.8,15.3,,,,,,306000.0,200g NaHCO3 AM,,,,,,,4.91,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
173,250LA,2021-01-27 00:00:00,2021-02-26,1.0908257693862915,3014,4.2,5.4,14.8,,,,,,,500g NaHCO3 AM,,,,,,,4.91,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
174,250LB,2020-12-01 00:00:00,2020-12-30,0.18194171323842012,2192,5.4,5.0,14.0,1182.2,Yes,No,No,0.0,0.0,1.0cm water added,43.4,40.5,38.8,,,,5.12,,,,,1324.4,1210.0,1154.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
175,250LB,2020-12-02 00:00:00,2020-12-30,0.10147090766940792,2192,5.4,5.0,14.0,1182.2,Yes,No,No,0.0,0.0,1.0cm water added,43.4,40.5,38.8,,,,5.12,,,,,1324.4,1210.0,1154.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
176,250LB,2020-12-03 00:00:00,2020-12-30,0.11688284730275468,2192,5.4,5.0,14.0,1182.2,Yes,No,No,0.0,0.0,1.0cm water added,43.4,40.5,38.8,,,,5.12,,,,,1324.4,1210.0,1154.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
177,250LB,2020-12-04 00:00:00,2020-12-30,0.15064774650170246,2192,5.4,5.0,14.0,1182.2,Yes,No,No,0.0,0.0,1.0cm water added,43.4,40.5,38.8,,,,5.12,,,,,1324.4,1210.0,1154.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
178,250LB,2020-12-07 00:00:00,2021-01-04,0.08589319960457945,2193,5.9,5.9,15.0,1350.3,No,No,No,0.0,0.0,,40.9,46.6,38.2,,,,5.13,,,,,1168.8,1587.5,1113.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
179,250LB,2020-12-07 00:00:00,2021-01-05,0.08310970322049901,2194,5.7,5.8,15.0,,No,No,No,0.0,0.0,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
180,250LB,2020-12-07 00:00:00,2021-01-06,0.09214715653038028,2195,5.8,5.9,14.5,1196.9,No,No,No,0.0,0.0,,44.7,40.8,39.0,,,,5.13,,,,,1407.5,1226.9,1166.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
181,250LB,2020-12-08 00:00:00,2021-01-07,0.24279651941871644,2196,6.4,6.4,14.5,1288.8,No,No,No,0.0,100000.0,,41.3,42.6,40.1,,,,5.13,491.9,25.2,122969.0,6308.0,1191.3,1341.9,1235.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
182,250LB,2020-12-09 00:00:00,2021-01-08,0.18734353822231292,2197,6.0,6.2,14.5,861.3,No,No,No,0.0,0.0,,40.9,35.0,34.1,,,,5.13,,-21.9,-106875.0,-5483.0,1164.4,861.9,860.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
183,250LB,2020-12-10 00:00:00,2021-01-08,0.19245558225730375,2197,6.0,6.2,14.5,861.3,No,No,No,0.0,0.0,,40.9,35.0,34.1,,,,5.13,,-21.9,-106875.0,-5483.0,1164.4,861.9,860.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
184,250LB,2020-12-11 00:00:00,2021-01-08,0.20595886666468208,2197,6.0,6.2,14.5,861.3,No,No,No,0.0,0.0,,40.9,35.0,34.1,,,,5.13,,-21.9,-106875.0,-5483.0,1164.4,861.9,860.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
185,250LB,2020-12-14 00:00:00,2021-01-11,0.18325929011515202,2198,4.2,5.6,14.0,975.6,No,No,Yes,0.0,0.0,500g NaHCO3 AM,38.3,37.5,35.3,,,,5.11,,,,,1006.9,1019.4,931.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
186,250LB,2020-12-14 00:00:00,2021-01-12,0.17699462750106015,2199,5.0,4.7,14.0,,Yes,No,Yes,0.0,0.0,1.0cm water added,,,,,,,5.11,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
187,250LB,2020-12-14 00:00:00,2021-01-13,0.14215904546356198,2200,5.5,5.2,15.0,1003.8,No,No,No,0.0,0.0,,39.5,38.8,34.9,,,,5.11,,,,,1077.5,1100.0,907.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
188,250LB,2020-12-15 00:00:00,2021-01-14,0.1416483115196228,2201,4.8,5.5,15.0,,No,No,Yes,0.0,0.0,250g NaHCO3 AM,,,,,,,5.11,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
189,250LB,2020-12-16 00:00:00,2021-01-15,0.12046600127124792,2202,5.0,5.0,14.5,994.4,No,No,Yes,0.0,0.0,100g NaHCO3 AM,39.6,39.1,34.2,,,,5.11,,,,,1085.6,1122.5,866.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
190,250LB,2020-12-17 00:00:00,2021-01-15,0.11595072701947441,2202,5.0,5.0,14.5,994.4,No,No,Yes,0.0,0.0,100g NaHCO3 AM,39.6,39.1,34.2,,,,5.11,,,,,1085.6,1122.5,866.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
191,250LB,2020-12-18 00:00:00,2021-01-15,0.120377157026359,2202,5.0,5.0,14.5,994.4,No,No,Yes,0.0,0.0,100g NaHCO3 AM,39.6,39.1,34.2,,,,5.11,,,,,1085.6,1122.5,866.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
192,250LB,2020-12-21 00:00:00,2021-01-18,0.10150538226536342,2203,4.3,5.2,13.5,993.4,No,No,Yes,0.0,0.0,350g NaHCO3 AM,39.0,37.7,35.6,,,,5.25,,,,,1046.9,1035.0,951.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
193,250LB,2020-12-21 00:00:00,2021-01-19,0.09811218866808659,2204,5.0,4.7,13.5,,No,No,Yes,0.0,0.0,300g NaHCO3 PM,,,,,,,5.25,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
194,250LB,2020-12-21 00:00:00,2021-01-20,0.09276734065055844,2205,5.3,5.0,13.5,982.8,No,No,No,0.0,0.0,,39.8,36.9,36.1,,,,5.25,,,,,1096.9,980.6,985.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
195,250LB,2020-12-22 00:00:00,2021-01-21,0.08770968551158907,2206,4.7,5.3,13.0,,Yes,No,Yes,0.0,0.0,250g NaHCO3 AM +2.0cm water,,,,,,,5.25,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
196,250LB,2020-12-23 00:00:00,2021-01-22,0.07823357833862307,2207,5.8,5.7,15.0,902.5,No,No,No,0.0,0.0,,38.1,36.7,33.7,,,,5.25,,,,,994.4,973.1,831.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
197,250LB,2020-12-28 00:00:00,2021-01-22,0.05776494544830311,2207,5.8,5.7,15.0,902.5,No,No,No,0.0,0.0,,38.1,36.7,33.7,,,,5.25,,,,,994.4,973.1,831.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
198,250LB,2020-12-28 00:00:00,2021-01-22,0.05776494544830311,2207,5.8,5.7,15.0,902.5,No,No,No,0.0,0.0,,38.1,36.7,33.7,,,,5.25,,,,,994.4,973.1,831.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
199,250LB,2020-12-28 00:00:00,2021-01-25,0.06013608373096999,2208,5.9,5.8,14.0,1070.3,,,,,,,40.9,38.9,36.9,,,,5.26,,,,,1165.0,1108.8,1031.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
200,250LB,2020-12-28 00:00:00,2021-01-26,0.058117786738625776,2209,5.4,5.0,14.0,,,,,,,,,,,,,,5.26,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
201,250LB,2020-12-28 00:00:00,2021-01-27,0.06541255288124072,2210,4.5,5.5,14.0,1071.6,,,,,,,39.6,39.1,34.9,,,,5.26,,,,,1087.5,1118.1,1025.0,22.2,21.2,18.5,,,,250.0,,250.0,,,
202,250LB,2020-12-29 00:00:00,2021-01-28,0.1775923473834991,2211,4.9,5.3,13.5,,,,,,100000.0,150g NaHCO3 AM+0.5cm water,,,,,,,5.26,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
203,250LB,2020-12-30 00:00:00,2021-01-29,0.19006631512355796,2212,5.5,5.3,14.0,1020.6,,,,,,,41.7,38.5,35.7,,,,5.26,,,,,1218.8,1084.4,956.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
204,250LB,2021-01-04 00:00:00,2021-01-29,0.21494928951644887,2212,5.5,5.3,14.0,1020.6,,,,,,,41.7,38.5,35.7,,,,5.26,,,,,1218.8,1084.4,956.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
205,250LB,2021-01-04 00:00:00,2021-01-29,0.21494928951644887,2212,5.5,5.3,14.0,1020.6,,,,,,,41.7,38.5,35.7,,,,5.26,,,,,1218.8,1084.4,956.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
206,250LB,2021-01-04 00:00:00,2021-02-01,0.19786430677413933,2213,5.5,5.4,13.5,1071.6,,,,,,,41.0,39.3,36.5,,,,5.26,,,,,1174.4,1132.5,1010.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
207,250LB,2021-01-04 00:00:00,2021-02-02,0.19115690665409477,2214,5.1,5.2,13.5,,Yes,,,,,100g NaHCO3 AM 1.5cm water added,,,,,,,5.26,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
208,250LB,2021-01-04 00:00:00,2021-02-03,0.1758130752086639,2215,6.1,6.0,15.0,1042.5,,,,,,,42.7,38.7,36.2,,,,5.26,,,,,1278.1,1093.8,991.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
